username,tweet_id,text,created_at,retweets,likes
NickTimiraos,1727348148044177905,"What’s normal and what’s new about the post-pandemic economy? That’s one of the trickier questions for the Powell Fed, which has had its hands full for the last three years. 

Check out my conversation with the excellent @kylascan for more —&gt; https://t.co/KEVpPLFJo7",2023-11-22 15:27:45+00:00,11,116
NickTimiraos,1726267641734836283,"@Thedude69750960 Looking better for a central bank that doesn’t want to get stuck in a place where inflation stays high when/if the economy weakens, which would create a starker tradeoff over whether to ease as the economy weakens

Same point here: https://t.co/nCGEmH1PL9",2023-11-19 15:54:12+00:00,0,3
NickTimiraos,1725310947474931761,"And Walmart's CEO, on wages, today: ""Wage inflation is not as bad as it was before.... I'm not worried about wages. We've got an appropriate wage improvement for our associates planned for next year.""",2023-11-17 00:32:39+00:00,6,50
NickTimiraos,1725292927797153872,"This was his view last quarter on pricing dynamics: “We’ll see disinflation but not all the way back to deflation, I don’t believe, certainly not in the short term.” https://t.co/JckCMzgCZz",2023-11-16 23:21:03+00:00,4,83
NickTimiraos,1725264982873616512,"Eric Rosengren says soft landing is now his base case: ""This is about as good an outcome as the Federal Reserve could be expecting, which is a falling inflation rate, an unemployment rate that's a little below 4%"" and an economy that's not growing too fast https://t.co/4ClKD7jR0k",2023-11-16 21:30:00+00:00,46,275
NickTimiraos,1725245833434583107,"Walmart says general merchandise prices are declining: 

CEO Doug McMillon: “We may be managing through a period of deflation in the months to come, and while that would put more unit pressure on us, we welcome it, because it’s better for our customers.” 

https://t.co/Dfo48WS9V8",2023-11-16 20:13:54+00:00,65,262
NickTimiraos,1725244279428169863,"@JeffHorwich Upon reflection, a better way to do it, just to be consistent, would be to look at 6-month annualized rates. April to October 2023 is tracking 2.5%, while October ‘22 to April 2023 was 4.5%.",2023-11-16 20:07:44+00:00,0,3
NickTimiraos,1725197904753647906,"@JeffHorwich Two, we saw a clear step down in core inflation in June. And again in July. Maybe it was a fluke. 

So I have been looking every month at whether the numbers since June are for whatever reasons behaving differently and sustaining a lower rate.",2023-11-16 17:03:27+00:00,1,5
NickTimiraos,1725196969620988200,"@JeffHorwich It’s arbitrary just like any other measure, but there are two reasons for it here. One was simply that we have ten months worth of data for the year, so five is half of that. You can compare the first half with the second half of the year in a way that illustrates a clear change.",2023-11-16 16:59:44+00:00,0,7
NickTimiraos,1725180421539860825,"@I_Am_MikeJones @mikesimonsen Suggesting that “the numbers have changed” and are therefore unreliable is cringe: the methodology is transparent and has not changed. 

What changed is that the pandemic led to huge shifts in health care demand that highlighted the idiosyncrasies of this form of price accounting",2023-11-16 15:53:59+00:00,2,8
BurryArchive,1724469213337653459,"RT @burrytracker: BREAKING 🚨:

Michael Burry just shorted the entire SemiConductor sector

Bought $47M of puts on $SOXX

This makes up almo…",2023-11-14 16:47:54+00:00,893,0
BurryArchive,1642273345583611905,- https://t.co/37ZVRNxMO9,2023-04-01 21:10:52+00:00,15,190
BurryArchive,1642273343687774208,https://t.co/WVqfj6UdF5,2023-04-01 21:10:51+00:00,61,597
BurryArchive,1641952302948057090,"Link to donate:

https://t.co/qQ330tAIHe",2023-03-31 23:55:09+00:00,4,80
BurryArchive,1641952300662149120,https://t.co/XhnmbgaUeH,2023-03-31 23:55:09+00:00,22,299
BurryArchive,1641442272549175296,https://t.co/VN4EeVurgw,2023-03-30 14:08:28+00:00,60,410
BurryArchive,1641442224578916352,https://t.co/SnCc70zpQR,2023-03-30 14:08:17+00:00,76,861
BurryArchive,1641298453295939584,"RT @burrytracker: Alibaba, Burry's 5th largest holdings, announced they will be splitting into 6 separate units

The stock popped 15% due t…",2023-03-30 04:36:59+00:00,37,0
BurryArchive,1641199180084580352,https://t.co/lXRQD0f7B8,2023-03-29 22:02:31+00:00,55,372
BurryArchive,1640720937032257536,https://t.co/7MlywqtpXU,2023-03-28 14:22:09+00:00,5,45
nvidia,1727453149408178366,"RT @NVIDIAStudio: Dig into this weeks #InTheNVIDIAStudio with tasty food 3D renders from Ravissen Carpenen (@CGRealism_). 🍗

🍽️ Check out t…",2023-11-22 22:25:00+00:00,1,0
nvidia,1727365211378889192,"Save the date for the virtual NVIDIA Special Address at #CES2024. Tune in to the livestream on Monday, Jan. 8 at 8 a.m. PT. https://t.co/0x0gpR5tQ5",2023-11-22 16:35:33+00:00,23,151
nvidia,1727043524967968993,RT @NVIDIAHealth: A new collaboration between @Genentech and NVIDIA aims to transform the discovery and development of new medicines by bri…,2023-11-21 19:17:17+00:00,14,0
nvidia,1726641316854116774,"RT @NVIDIANetworkng: Just announced: NVIDIA’s New Spectrum-X Ethernet Networking Platform for AI available soon from Dell Technologies, Hew…",2023-11-20 16:39:04+00:00,18,0
nvidia,1726631488932745580,Our CEO Jensen Huang joined @Microsoft CEO Satya Nadella’s keynote at #MSIgnite to announce the companies’ expanding partnership and introduction of the NVIDIA AI foundry service on Microsoft @Azure. Watch now: https://t.co/cuqg5ZHlVX #AI,2023-11-20 16:00:00+00:00,54,268
nvidia,1725646467669651548,"RT @NVIDIAEU: Read the wrap-up of NVIDIA CEO Jensen Huang's fireside chat this morning at #ai-PULSE, including the state of AI in France, a…",2023-11-17 22:45:53+00:00,15,0
nvidia,1725577588196987338,"RT @NVIDIAAI: Just announced - @Dropbox plans to leverage NVIDIA’s AI foundry consisting of NVIDIA AI Foundation Models, NVIDIA AI Enterpri…",2023-11-17 18:12:11+00:00,24,0
nvidia,1725540400184828192,RT @NVIDIAEU: Discover how NVIDIA and @Scaleway are collaborating to turbocharge large language model and #generativeAI development for Eur…,2023-11-17 15:44:25+00:00,18,0
nvidia,1725276725137784911,"RT @NVIDIAAI: Discover the power of retrieval-augmented generation (RAG), a technique for enhancing the accuracy and reliability of #genera…",2023-11-16 22:16:40+00:00,26,0
nvidia,1725275456042119481,RT @NVIDIADC: Learn more on how NVIDIA Grace Hopper will power JUPITER and propel #AI for #scientific discovery.  #SC23 @fzj_jsc @Evidenliv…,2023-11-16 22:11:37+00:00,19,0
nvidiaomniverse,1727020797519437957,RT @itsfunkyboy: I made a reel to showcase my work over the past year on the NVIDIA Omniverse platform🥳#Omniverse #OpenUSD https://t.co/sbI…,2023-11-21 17:46:59+00:00,4,0
nvidiaomniverse,1727008980084392385,"The latest #OpenUSD updates to @AdskMaya are a ""Ferret-tale"" for #3D artists. 

Read the blog: https://t.co/wzkSqxmbOT https://t.co/GRztjhZIi3",2023-11-21 17:00:01+00:00,2,7
nvidiaomniverse,1726827781257044044,"⭐ Meet OpenUSD All Star: @rafianimates ⭐

See how he embraces the power of #OpenUSD when he brings his #3D characters to life in ""Arteana's Art Squad"".

https://t.co/WFxIS8wDYo https://t.co/Vc7TGdQscO",2023-11-21 05:00:00+00:00,3,13
nvidiaomniverse,1726653612020080880,RT @nvidia: Our CEO Jensen Huang joined @Microsoft CEO Satya Nadella’s keynote at #MSIgnite to announce the companies’ expanding partnershi…,2023-11-20 17:27:55+00:00,54,0
nvidiaomniverse,1725559422104281389,"ICYMI, catch the replay of this week's livestream on advanced facial animations with #OpenUSD, #AI and #AccuFACE with @Reallusion, @Markom3d_, @DarthAngelus, @JSFILMZ0412, and @va2rosa.   

📽️https://t.co/8QoquRmzr5 https://t.co/melsFDyr67",2023-11-17 17:00:00+00:00,2,12
nvidiaomniverse,1725248300738060413,"RT @NVIDIAStudio: Things are getting robotic this week #InTheNVIDIAStudio. 🤖

Learn how @SirWadeFX made one of his newest 3D scenes using @…",2023-11-16 20:23:43+00:00,12,0
nvidiaomniverse,1725186756733964329,"3D artists can improve the productivity and efficiency of their #genAI-enabled workflows thanks to the latest #OpenUSD updates to @AdskMaya.

➡️https://t.co/76HVPlVLOh https://t.co/X5n9bgPfdc",2023-11-16 16:19:09+00:00,4,24
nvidiaomniverse,1724936448451936293,Check out this #NVIDIAOmniverse extension built by community member Mayaenite that adds node alignment and a few other features to #OpenUSD workflows: https://t.co/xaEzTF7Yb5 https://t.co/oLKjURn0N3,2023-11-15 23:44:31+00:00,9,20
nvidiaomniverse,1724863587108209132,Starting in 5 👇 https://t.co/AJxBDaAMgV,2023-11-15 18:55:00+00:00,1,8
nvidiaomniverse,1724836674440486969,"RT @NVIDIADesign: At #MSIgnite, NVIDIA announced @NVIDIAOmniverse Cloud Services on @Azure to enable automakers worldwide to unify digitali…",2023-11-15 17:08:03+00:00,17,0
NVIDIAAIDev,1727375136809267385,"✨#LLM Developer Day is LIVE TODAY ✨

11 AM PT / 9 PM CEST
🟩 Reinventing the Complete Cybersecurity Stack with AI Language Models
🟩 Running Your Own LLM

Optimize and deploy LLMs plus leverage LLM advancements. 

➡️ Attend &amp; get recordings: https://t.co/9eNS3RFlKi

🧵 4/5 https://t.co/Q5Q3yjrjM8",2023-11-22 17:15:00+00:00,1,2
NVIDIAAIDev,1727069373486047461,"Learn how mastering #machinelearning ops (MLOps) is crucial in developing and managing #generativeAI and #LLM-powered apps; and for enterprise-wide AI transformation. 

https://t.co/VTCGFfjSQx",2023-11-21 21:00:00+00:00,5,17
NVIDIAAIDev,1727039172412596492,"Learn how to enhance industrial defect detection accuracy using #NVIDIATAO and state-of-the-art #visiontransformer models. 

Dive into the technical details in this blog 👇 https://t.co/XJnUF00fiL",2023-11-21 19:00:00+00:00,4,29
NVIDIAAIDev,1727010404931686807,"RT @DecartAI: We are proud to launch the lowest-cost open-source LLM inference API on the market, in collaboration with @cerebriumai, proce…",2023-11-21 17:05:41+00:00,7,0
NVIDIAAIDev,1726675148760109559,"Interested in #generativeAI?

Take this new self-paced course and learn about generative AI concepts, applications, as well as the challenges and opportunities in this exciting field. 

➡️ Enroll now: https://t.co/44tafU5vrB https://t.co/ULL19k9PKE",2023-11-20 18:53:30+00:00,9,54
NVIDIAAIDev,1726646211833368670,"RT @DrJimFan: My team at NVIDIA is hiring. We 🩷 you all from OpenAI. Engineers, researchers, product team, alike. Email me at linxif@nvidia…",2023-11-20 16:58:31+00:00,931,0
NVIDIAAIDev,1725629942396751925,"See the official rules: https://t.co/P11gAZIPV4

And learn more about #AIonRTX: ⬇️ https://t.co/9rhFu43jDs",2023-11-17 21:40:13+00:00,4,5
NVIDIAAIDev,1725629936977813639,"DYK 📣 The simplest way to improve GPU utilization, and effectively throughput, is through batching?

Share your developer tips about #LLMs with #AIonRTX for a chance to win a @AorusOfficial GIGABYTE GeForce RTX™ 4080 16GB GAMING OC GPU. 👇 https://t.co/ThwkpdLlO1",2023-11-17 21:40:12+00:00,43,119
NVIDIAAIDev,1725619435937931502,"Discover the challenges and practical solutions for efficient #LLM #inference. 

Learn how NVIDIA TensorRT-LLM offers optimized techniques to harness the power of LLMs while managing costs.

https://t.co/ezczzQmaG2",2023-11-17 20:58:28+00:00,4,13
NVIDIAAIDev,1725609753626157306,"New from #NVIDIAResearch: NeRF formulation elegantly represents a continuous transition between surfaces and volumes with faster rendering speeds at higher visual fidelity. #SIGGRAPHAsia

👀TLDR: Auto-derived bounding shells result in up to 10x faster inference than #InstantNeRF. https://t.co/z2ADG89dIB",2023-11-17 20:20:00+00:00,6,33
NVIDIADC,1727461968393425105,"NVIDIA's VP of Enterprise Computing, Manuvir Das, and HPE CEO Antonio Neri will discuss the latest innovations in #AI at #HPEDiscover Barcelona on November 30, 9:30am CET. Save the date now: https://t.co/1xPAjt6SUU https://t.co/tzqDHV2xDe",2023-11-22 23:00:02+00:00,4,9
NVIDIADC,1727387443551449589,"Read more about @Scaleway's newly available Nabuchodonosor supercomputer, or “Nabu”, an #NVIDIADGX SuperPOD with 127 DGX H100 systems, which will help startups in France and across Europe scale up #AI workloads. #DataCenter https://t.co/RxX4ONKf7J",2023-11-22 18:03:54+00:00,3,11
NVIDIADC,1727379654741491846,"RT @NVIDIAAI: At #AWSreInvent 2023, learn how to build, customize, deploy, and guardrail #LLMs to power enterprise applications using NVIDI…",2023-11-22 17:32:57+00:00,4,0
NVIDIADC,1727106727018201371,RT @NVIDIANetworkng: The first Ethernet platform designed specifically to improve the performance and efficiency of Ethernet-based AI cloud…,2023-11-21 23:28:26+00:00,5,0
NVIDIADC,1727083904908329004,RT @NVIDIAHPCDev: NVIDIA Modulus 23.11 is now available and introduces diffusion modeling framework as well as novel architectures for deve…,2023-11-21 21:57:45+00:00,3,0
NVIDIADC,1727024077326393791,"At #MSIgnite, @nvidia CEO Jensen Huang joined @Microsoft CEO Satya Nadella’s keynote to announce the companies’ expanding partnership and introduce the NVIDIA AI foundry service on Microsoft @Azure. #GenerativeAI 

Watch now: https://t.co/392OJSQGOd https://t.co/lKNc1UerH2",2023-11-21 18:00:01+00:00,7,28
NVIDIADC,1727015608099930450,"RT @NVIDIANetworkng: Today NVIDIA introduced the BlueField-3 SuperNIC, a new member of the BlueField networking platform. Read this blog to…",2023-11-21 17:26:22+00:00,13,0
NVIDIADC,1726740851257135318,"Using the NVIDIA AI foundry service on @Azure, @Amdocs will optimize enterprise-grade large language models for the telco and media industries to efficiently deploy #generativeAI use cases across their businesses. Learn more now. #DataCenter #NVIDIADGX https://t.co/fWrJoTWDvH",2023-11-20 23:14:34+00:00,4,12
NVIDIADC,1726698692651237601,"RT @NVIDIANetworkng: Just announced: NVIDIA’s New Spectrum-X Ethernet Networking Platform for AI available soon from Dell Technologies, Hew…",2023-11-20 20:27:03+00:00,18,0
NVIDIADC,1726669236850806976,".@nvidia and Scaleway are working together to deliver access to NVIDIA H100 Tensor Core GPUs, NVIDIA AI Enterprise software, and services for turbocharging LLMs and #generativeAI development for European startups. Learn more now. #NVIDIADGX #DataCenter https://t.co/hixqMSW9vq",2023-11-20 18:30:00+00:00,0,8
realMeetKevin,1727365688506073159,"Warning: Game Changer January 1 Catalyst for Tesla Stock.
✅ Tesla's down rough today and folks are wondering why.
✅ An easy explanation are the priced cuts on new/existing inventory of about $3k-$3.5k on various $TSLA models.
✅ However, there are two additional catalysts.
✅… https://t.co/b71eaN6FGC https://t.co/ayzLOrX2u3",2023-11-22 16:37:27+00:00,14,194
realMeetKevin,1727235113707352393,@DavidSacks Like the last scene of the Sopranos.,2023-11-22 07:58:36+00:00,1,17
realMeetKevin,1727235028877537582,@DavidSacks 🤣,2023-11-22 07:58:16+00:00,0,4
realMeetKevin,1727207522602561766,"Now we know why @satyanadella (CEO of $MSFT) kept dodging the question of @sama (Sam Altman) coming to Microsoft.

Welcome back to CEO of #OpenAI, Sam. https://t.co/7bErrFsPPO",2023-11-22 06:08:58+00:00,5,115
realMeetKevin,1727190778143977941,"This is at least the fourth, if not 40th, tweet from the CEO of salesforce, begging for AI engineers.

This is a blatant indication Enterprise is desperate for AI talent .

⚠️OBSERVE IF⚠️
✅looking for a career change
✅trying to figure out what to study
✅evaluating stocks… https://t.co/qQkrgIBSmU https://t.co/wPXTWOo3Sy",2023-11-22 05:02:25+00:00,7,102
realMeetKevin,1727156779312906609,@WholeMarsBlog Elon is less favorable than RFK?,2023-11-22 02:47:19+00:00,2,59
realMeetKevin,1727105235955614061,"What does Michael Burry see? MASSIVE $NVDA beats across the board as CASH RICH companies DUMP cash into Nvidia chips.
✅People also likely blind to what NVDA just said on call: Ethernet end-to-end solutions for AI / for their data network. Currently they pretty much prefer… https://t.co/wBjiPEtsvK https://t.co/uHOB83tA76",2023-11-21 23:22:30+00:00,12,145
realMeetKevin,1727067024977953013,Oh SH9T: Nvidia Earnings Q3 Earnings &amp; Earnings Call 2023 https://t.co/QwwpEf3pAQ,2023-11-21 20:50:40+00:00,24,63
realMeetKevin,1727038545263808537,Fed's FOMC Minutes Release | Jerome Powell November 2023 https://t.co/VtfoPGsKOe,2023-11-21 18:57:30+00:00,9,51
realMeetKevin,1727029716119634393,@DylanLeClair_ agreed,2023-11-21 18:22:25+00:00,0,12
unusual_whales,1727589549201850715,"🐳 news:

- Explosion at Niagara Falls
- Musk: Cybertrucks on way to $TSLA stores
- Headlines coming to X
- No investigation of Rep Bowman
- SpaceX sells shares at $150B valuation
- US thwart Sikh separatist killing plot
- Thanksgiving (so call your mother, really). https://t.co/1yz0ut7fv4",2023-11-23 07:27:00+00:00,4,23
unusual_whales,1727577922192719990,"RT @unusual_whales: ☢️BIG UPDATE☢️

We just released fully customizable alerts.

You can create alerts to get notified on site or via our m…",2023-11-23 06:40:48+00:00,13,0
unusual_whales,1727566426565939402,"RT @snorlax_uw: Personalized filters from yesterday caught 2 huge overnight moves
$AMZN 142c 12/1 @ 3.35-&gt; 6.45
$DE 365p 11/24 @ 2.29-&gt; 9.2…",2023-11-23 05:55:07+00:00,4,0
unusual_whales,1727558647516110910,"RT @snorlax_uw: Quick overview of the custom alert functionality 
- how to access the page
- creating a new alert for 52 week high/low
- tu…",2023-11-23 05:24:12+00:00,10,0
unusual_whales,1727545257229733992,"“I can buy anything I want, basically, but I can’t buy time,” Buffett added.

Read more: https://t.co/Cfx49M02V9",2023-11-23 04:31:00+00:00,8,115
unusual_whales,1727536700853731816,"Complaints and screenshots shared by users indicate that YouTube is actively discouraging ad blocker usage, urging users to either disable them or opt for a YouTube Premium subscription.

Read more: https://t.co/8PArHGQJo3",2023-11-23 03:57:00+00:00,8,62
unusual_whales,1727530157949485144,"During Tesla's annual AI Day last year, he said that Optimus could be available for orders within three to five years, emphasizing that it would be ""expected to cost much less than a car"" &amp; ""probably less than $20,000,"" as reported by Reuters.

Read more: https://t.co/mhXlbKWVT4",2023-11-23 03:31:00+00:00,9,76
unusual_whales,1727520878727164397,"In response to these claims, a spokesman for Sunak mentioned that the prime minister would provide his perspective when giving evidence to the inquiry rather than responding in fragments.

Read more: https://t.co/QjTLdljFLy",2023-11-23 02:54:07+00:00,4,32
unusual_whales,1727508104001048853,"⚫BLACK FRIDAY SALE⚫

Only until Nov 29th.  

Get 15% off all tiers. 20% off if you upgrade to annual.

Unusual Whales has options, stock, and other tooling that is constantly evolving.

Take a look at: https://t.co/00ygUNn61C https://t.co/Z910hegREA",2023-11-23 02:03:22+00:00,5,31
unusual_whales,1727499958859997619,"Analyst Gautam Chhugani at Bernstein anticipates that the U.S. Securities and Exchange Commission (SEC) will approve a bitcoin ETF by the first quarter of 2024.

Read more: https://t.co/VzO9sjqpNK",2023-11-23 01:31:00+00:00,18,67
RayDalio,1727346023679304078,"If you're not generous with others and others aren't generous with you, you won't have a quality relationship. #principleoftheday https://t.co/pAcRZte3Yr",2023-11-22 15:19:19+00:00,125,814
RayDalio,1727081275775987878,"I also recommend that you check out the Coach tool in my free app, Principles In Action. If you search for the type of situation you are facing in the tool, it will pull up the appropriate principles: https://t.co/BVdRUpIBkc",2023-11-21 21:47:18+00:00,6,42
RayDalio,1727081273276113118,"Because many of you have asked about my principles for reconciling differences of opinion, I’m sharing a number of them here. #principleoftheday https://t.co/RUsr94FfMS",2023-11-21 21:47:17+00:00,148,776
RayDalio,1726624817950888333,I regularly see people ask totally uninformed or nonbelievable people questions and get answers that they believe. This is often worse than having no answers at all. Don't make that mistake. You need to think through who the right people are. If you're in doubt about someone's… https://t.co/52EnYDRxLl https://t.co/1wXvUhE9tP,2023-11-20 15:33:30+00:00,182,922
RayDalio,1726345694858842112,The two-minute rule specifies that you have to give someone an uninterrupted two minutes to explain their thinking before jumping in with your own. This ensures that everyone has time to fully crystallize and communicate their thoughts without worrying they will be misunderstood… https://t.co/Vv6ynEPJOY https://t.co/YIi3248e6M,2023-11-19 21:04:22+00:00,267,1546
RayDalio,1725895083352875210,"Great managers orchestrate rather than do. Like the conductor of an orchestra, they do not play an instrument, but direct their people so that they play beautifully together. Micromanaging, in contrast, is telling the people who work for you exactly what tasks to do or doing… https://t.co/KHy4SkgePK https://t.co/r9xu1yM1rP",2023-11-18 15:13:48+00:00,266,1382
RayDalio,1725539676734267547,I hope you find these principles valuable. #principleoftheday https://t.co/pXraDHzPzt,2023-11-17 15:41:32+00:00,156,778
RayDalio,1725200287797797283,"Apparently, if you throw a frog into a pot of boiling water it will jump out immediately, but if you put it in room-temperature water and gradually bring it to a boil, it will stay in the pot until it dies. Whether or not that's true of frogs, I see something similar happen to… https://t.co/bbb0gNdQCx https://t.co/m1cjg2bhnl",2023-11-16 17:12:55+00:00,525,2604
RayDalio,1724844841421476135,"Just because someone thinks something doesn't mean it's true. Be especially skeptical of statements that begin with ""I think that I . . ."" since most people can't accurately assess themselves. #principleoftheday https://t.co/C9d8mrmK3V",2023-11-15 17:40:30+00:00,138,774
RayDalio,1724538834879201650,"Since I released my book Principles: Life &amp; Work, several remarkably successful people from all walks of life contacted me telling me that they used basically the same principles across domains and asked me if I would brainstorm with them about principles for success.

Here’s a… https://t.co/Znt7ZHKtQ5 https://t.co/0csKYJRS6W",2023-11-14 21:24:33+00:00,81,528
stlouisfed,1727526174438408293,"In the week ended Nov. 22, the average interest rate for a 30-year fixed-rate mortgage decreased to 7.29%. The 15-year rate also declined to 6.67% https://t.co/cR70Y96zQh https://t.co/xe7nRHgvTC",2023-11-23 03:15:10+00:00,0,4
stlouisfed,1727503528308928776,"In the week ended Nov. 18, initial claims for unemployment insurance benefits decline by 24,000, to 209,000. The four-week moving average also fell by 750, to 220,000 https://t.co/apyk1r90SS https://t.co/NKGHm3drHa",2023-11-23 01:45:11+00:00,1,8
stlouisfed,1727484656784687445,"Weekly spot prices for Brent and West Texas Intermediate crude oil decrease to $81.93 and $76.98 per barrel, respectively, in the week ended Nov. 17 https://t.co/O13ILCqLpX https://t.co/qHZDIamfwY",2023-11-23 00:30:11+00:00,3,5
stlouisfed,1727465783159058673,"Staff Pick: From cranberries in the early 1900s to turkeys in the 1950s, the foods that grace our holiday tables have held a special place in our economy as well as our hearts. We looked at historic notes on 4 of them #Thanksgiving https://t.co/wCfbaJGwnD https://t.co/9eytRtcbIW",2023-11-22 23:15:12+00:00,0,1
stlouisfed,1727431822273880072,What lessons can be drawn from Japan’s high debt-to-GDP ratio when considering the relative size of the U.S. debt burden? https://t.co/W7xgqvFhWY,2023-11-22 21:00:15+00:00,0,6
stlouisfed,1727353786165805306,Want to learn about recent updates to federal banking regulations? Summaries of newly published rules are now available: https://t.co/rbb7CGctCi,2023-11-22 15:50:09+00:00,1,2
stlouisfed,1727180150159126684,An analysis of three rich and three poor countries finds that countries where the average years of schooling grew faster also had less economic growth from 1960-2010 https://t.co/Rm3WgXgRt9 https://t.co/eYm1cf1CFY,2023-11-22 04:20:11+00:00,2,8
stlouisfed,1727168823613149565,"Read about the endowment effect, or how people place more value on items they own than on those they don’t, in this issue of Page One Economics: Focus on Finance https://t.co/RJz8YNpSEF https://t.co/uz3CvP26HO",2023-11-22 03:35:11+00:00,0,3
stlouisfed,1727147439000330549,"From 2001-15, at least half of all incoming U.S. patent transfers to Bermuda, Luxembourg, Barbados and Switzerland were the result of multinationals shifting ownership to a subsidiary. What might have driven this? https://t.co/iV8YFc96yj https://t.co/pstSVM8Enw",2023-11-22 02:10:12+00:00,2,7
stlouisfed,1727131070598889924,A blog post highlights a group from Washington University in St. Louis that is working to improve economic outcomes for young Black men in the region https://t.co/SMrCCxF0RG,2023-11-22 01:05:10+00:00,1,6
